_id,challengeId,userId,totalQuestionsAnswered,numOfCorrectAnswers,winRatio,averageSpeed,createdAt,updatedAt,__v
610ad2653939612a3c162c41,60ed80f1e8e3cc445417d7b7,603fdf31a36c060015655272,40,20,0.9,0.43,2021-08-04T17:46:13.540Z,2021-08-04T17:46:13.540Z,0
610c3b0cabffa9001528e3ca,610aca60021d1e16cc60e222,603fdf31a36c060015655272,20,6,600,15,2021-08-05T19:25:00.742Z,2021-08-05T19:25:00.742Z,0
611354465bc93d00156b2ba5,6112a80695ef8530dce54f44,603fdf31a36c060015655272,44,16,1600,7,2021-08-11T04:38:30.365Z,2021-08-11T04:38:30.365Z,0
611378055bc93d00156b2d07,6112a80695ef8530dce54f48,6092599893c73300157daf7e,59,12,1200,5,2021-08-11T07:11:01.506Z,2021-08-11T07:11:01.506Z,0
6117482badb71400165bcd60,6112a80695ef8530dce54f46,603fdf31a36c060015655272,11,1,100,27,2021-08-14T04:35:55.093Z,2021-08-14T04:35:55.093Z,0
611b7a3c92cec70016cb9fbe,611a8ec00ecf313f38c8aedc,6082ab7e3926fe29c8c80069,34,7,700,9,2021-08-17T08:58:36.865Z,2021-08-17T08:58:36.865Z,0
611b834692cec70016cba136,611a8ec00ecf313f38c8aeda,603fdf31a36c060015655272,19,5,500,16,2021-08-17T09:37:10.218Z,2021-08-17T09:37:10.218Z,0
611bda1492cec70016cbb06c,611a8ec00ecf313f38c8aedc,603fdf31a36c060015655272,23,7,700,13,2021-08-17T15:47:32.406Z,2021-08-17T15:47:32.406Z,0
611d276ec08d120016716c54,611a8ec00ecf313f38c8aedc,6082a5aa3926fe29c8c7f223,59,16,1600,5,2021-08-18T15:29:50.907Z,2021-08-18T15:29:50.907Z,0
611e6766a9b4f200167bddc2,611a8ec00ecf313f38c8aeda,611e64d1a9b4f200167bd849,12,4,400,25,2021-08-19T14:15:02.878Z,2021-08-19T14:15:02.878Z,0
611e69bea9b4f200167be06c,611a8ebf0ecf313f38c8aed6,611d7b6a8adc800016fbf120,33,18,1800,9,2021-08-19T14:25:02.816Z,2021-08-19T14:25:02.816Z,0
611e6d7ea9b4f200167be253,611a8ec00ecf313f38c8aeda,611e6c03a9b4f200167be1d9,17,15,1500,18,2021-08-19T14:41:02.672Z,2021-08-19T14:41:02.672Z,0
611e7092a9b4f200167be32f,611a8ebc0ecf313f38c8aecf,611e65b1a9b4f200167bd9ae,32,24,2400,9,2021-08-19T14:54:10.589Z,2021-08-19T14:54:10.589Z,0
611e762ba9b4f200167be6b0,611a8ebf0ecf313f38c8aed4,611e67f1a9b4f200167bdedd,39,26,2600,8,2021-08-19T15:18:03.010Z,2021-08-19T15:18:03.010Z,0
